Cite as: CAIT Climate Data Explorer. 2015. Washington; DC: World Resources Institute. Available online at:•À_http://cait.wri.org.•À_ Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014; FAOSTAT Emissions Database. Any use of CO2•À_emissions from fuel combustion data should be cited as CO2•À_Emissions from Fuel Combustion; •À_OECD/IEA; 2014.;;;;;;;;;;;;;;;;;
;;Total GHG;;Emissions by Gas excluding LUCF;;;;Emissions by Gas including LUCF;;;Emissions by Sector;;;;;;Emissions by Energy Sub-Sector;;;;
Country;Year;Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e);Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?);Total CO2 (excluding Land-Use Change and Forestry) (MtCO2);Total CH4 (MtCO2e);Total N2O (MtCO2e);Total F-Gas (MtCO2e);Total CO2 (including Land-Use Change and Forestry) (MtCO2);Total CH4 (including Land-Use Change and Forestry) (MtCO2e);Total N2O (including Land-Use Change and Forestry) (MtCO2e);Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Land-Use Change and Forestry (MtCO2);Bunker Fuels (MtCO2);Electricity/Heat (MtCO2);Manufacturing/Construction (MtCO2);Transportation (MtCO2);Other Fuel Combustion (MtCO2e);Fugitive Emissions (MtCO2e)
Antigua & Barbuda;2009;0.992484459;0.992484459;0.5093;0.1719;0.0184;0.2929;0.509296;0.171883169;0.018424063;;0.2929;0.0417;0.1476;0;;;;;;0
Antigua & Barbuda;2010;1.018.018.943;1.018.018.943;0.524;0.1622;0.0132;0.3187;0.523952;0.162172154;0.013169128;;0.3187;0.0249;0.1495;0;;;;;;0
Antigua & Barbuda;2011;1.035.062.187;1.035.062.187;0.513;0.1641;0.0133;0.3447;0.51296;0.164106972;0.013255881;;0.3447;0.0249;0.1514;0;;;;;;0
Antigua & Barbuda;2012;1.136.527.432;1.136.527.432;0.5864;0.166;0.0133;0.3708;0.58643;0.166031789;0.013312633;;;0.0249;0.1534;0;;;;;;0
Argentina;1990;2.337.956.194;3.129.333.694;106.357;889.618;368.158;16.609;182.192.714;9.124.739.824;378.323.243;1.142.173;36.067;1.065.919;93.898;791.378;2.22;34.09;15.77;28.16;22.995;132.024
Argentina;1991;2.384.044.369;3.060.991.469;1.116.405;888.113;364.912;14.614;176.033.158;910.968.691;3.750.775.782;1.201.478;33.029;1.052.886;96.552;676.947;1.5;38.06;15.73;29.67;232.547;134.331
Argentina;1992;2.429.510.405;3.113.851.705;1.139.208;904.035;373.649;12.618;179.052.908;9.268.909.995;3.838.137.134;1.221.744;39.299;1.069.261;99.206;684.341;1.52;37.57;15.97;31.8;235.344;13.3
Argentina;1993;243.312.018;312.485.568;1.153.229;900.386;368.884;10.622;181.194.342;9.232.413.081;3.790.487.486;1.238.304;40.292;1.052.564;10.186;691.736;1.2;34.01;16.11;35.39;244.341;138.863
Argentina;1994;2.536.927.056;3.236.056.756;1.234.174;913.201;380.926;0.8626;190.028.316;9.360.561.166;3.910.909.838;1.321.806;41.468;1.069.139;104.515;69.913;2.12;32.32;23.2;36.78;256.838;141.968
Argentina;1995;2.565.895.971;3.272.419.871;1.265.423;914.991;378.852;0.6631;193.892.634;9.378.461.252;389.016.619;1.362.802;35.353;1.060.572;107.169;706.524;3.29;34.02;23.34;37.93;264.835;145.067
Argentina;1996;2.652.517.938;3.361.749.038;135.907;899.937;386.102;0.7408;203.964.174;9.196.838.725;3.950.152.978;1.460.278;34.512;1.043.967;113.761;709.231;3.8;37.61;25.3;39.07;271.496;168.982
Argentina;1997;2.688.841.186;3.410.273.986;1.396.335;900.885;383.435;0.8186;208.366.592;9.244.613.199;3.939.609.766;149.104;44.003;1.033.446;120.352;721.433;4.36;37.29;30.62;40.21;267.457;142.382
Argentina;1998;2.708.314.593;3.436.716.393;1.433.634;886.594;379.124;0.8963;212.995.026;9.088.314.672;3.889.715.554;1.529.383;45.947;1.006.041;126.944;728.402;4.29;39.35;31.53;42.08;268.919;130.864
Argentina;1999;277.519.848;352.250.478;146.645;912.537;386.471;0.9741;216.935.888;9.432.452.145;4.001.601.342;1.563.803;47.231;1.030.529;133.536;747.306;4.28;44.32;30.27;40.71;28.528;125.524
Argentina;2000;2.800.677.448;3.531.692.848;146.025;922.773;407.137;10.518;216.968.728;9.375.850.619;413.902.513;1.565.196;42.726;1.052.629;140.127;731.015;4.31;44.92;30.26;39.87;293.241;121.455
Argentina;2001;2.741.756.614;3.450.855.614;1.355.755;94.121;432.063;12.728;205.010.056;9.516.397.541;4.363.871.524;1.465.455;42.144;1.092.745;141.513;709.099;4.14;38.95;30.97;36.22;281.053;123.001
Argentina;2002;266.780.362;338.939.672;1.278.437;956.652;417.776;14.938;198.051.118;9.704.911.464;4.234.560.917;1.398.066;36.286;1.090.654;142.898;721.593;3.69;36.62;29.43;33.75;272.066;12.8
Argentina;2003;2.875.601.427;3.610.857.127;1.387.102;1.011.144;460.208;17.148;20.921.089;1.032.434.939;4.691.648.311;1.501.904;45.084;118.433;144.283;735.256;3.73;40.38;32.31;34.65;294.779;133.726
Argentina;2004;3.022.060.453;3.773.668.753;1.542.489;1.012.619;447.594;19.359;225.900.814;1.036.985.031;4.583.169.704;1.653.821;52.526;1.169.945;145.669;751.608;3.83;46.69;36;37.54;320.791;13.073
Argentina;2005;305.882.092;379.688.862;1.576.305;1.018.193;442.755;21.569;229.207.002;1.034.000.123;4.492.497.098;1.682.764;6.147;1.167.432;147.054;738.068;4.33;47.37;34.95;39.27;338.404;12.846
Argentina;2006;3.197.874.709;3.844.519.909;1.679.118;1.036.229;458.576;23.951;229.407.096;1.058.170.332;4.683.276.628;1.780.935;70.647;1.197.616;148.677;646.645;3.91;50.17;38.06;41.41;354.471;130.064
Argentina;2007;3.300.337.738;3.949.094.638;1.749.396;1.043.088;48.152;26.333;235.988.014;1.069.890.541;4.929.908.159;1.849.832;76.562;1.223.744;15.03;648.757;4.51;55.82;37.8;42.08;358.438;134.394
Argentina;2008;3.383.463.647;4.071.062.747;1.858.391;1.035.993;460.364;28.715;24.797.953;1.079.129.151;4.834.229.689;1.960.103;79.619;1.191.819;151.923;687.599;4.66;60.68;36.98;44.69;400.605;135.998
Argentina;2009;3.227.855.236;3.894.890.836;1.781.424;1.000.881;414.452;31.098;240.890.234;102.872.836;426.162.622;1.886.538;80.552;1.107.121;153.545;667.036;4.69;60.95;34.5;40.19;392.173;137.965
Argentina;2010;3.235.704.565;3.893.786.065;1.831.064;935.252;43.591;3.348;245.377.882;9.599.345.687;446.592.975;1.932.963;88.299;1.059.274;155.168;658.082;5.6;61.97;35.15;43;39.274;139.024
Argentina;2011;3.281.830.292;3.946.995.492;1.910.226;905.894;429.664;36.047;253.958.468;9.308.921.159;4.404.715.816;2.007.002;96.718;1.021.374;156.736;665.165;6.44;66.38;35.06;48.79;365.967;138.734
Argentina;2012;3.380.027.349;4.050.347.549;1.957.599;949.191;434.623;38.615;2.596.194.469;9.715.120.631;4.440.264.882;2.057.339;9.695;1.067.335;158.304;67.032;7.53;71.04;33.91;48.32;384.195;140.444
Armenia;1990;2.312.381.426;2.312.381.426;207.013;;;0.0148;;;;222.612;0.2561;;0.6165;;0.59;6.05;4.57;2.93;7.041;16.702
Armenia;1991;239.304.457;239.304.457;216.437;;;0.016;;;;230.803;0.2397;;0.6105;;0.66;7.73;4.87;2.87;60.598;15.505
Armenia;1992;1.440.948.947;1.440.990.947;108.779;28.837;0.6307;0.0172;10.877.856;2.883.936.867;0.630904944;122.094;0.2151;13.806;0.6044;0.0004;0.46;4.82;1.49;1.81;26.586;14.308
Armenia;1993;8.351.153.488;9.193.583.488;50.989;2.666;0.5678;0.0184;5.940.938;2.666.271.061;0.567964416;63.985;0.1173;1.237;0.5984;0.8424;0.2;0.81;2.1;1.18;0.9974;13.111
Armenia;1994;5.855.563.507;6.695.683.507;28.113;25.324;0.4923;0.0196;3.650.986;2.532.635.255;0.492443888;40.276;0.0709;11.648;0.5923;0.8401;0.15;0.82;0.73;0.16;11.262;11.914
Armenia;1995;6.428.603.526;7.266.403.526;35.336;23.976;0.4767;0.0208;4.370.964;2.397.819.449;0.47681336;45.467;0.1344;11.513;0.5863;0.8378;0.1;1.38;0.57;0.11;14.149;10.717
Armenia;1996;5.350.074.264;6.185.404.264;25.692;22.701;0.4809;0.0299;3.404.302;227.024.748;0.480951104;3.436;0.1691;11.639;0.5811;0.8353;0.06;1.53;0.48;0.06;0.4139;0.9521
Armenia;1997;5.962.015.002;6.795.045.002;33.266;21.338;0.4626;0.039;415.931;213.402.551;0.462708848;40.552;0.1856;11.454;0.5759;0.833;0.06;1.79;0.89;0.06;0.4829;0.8324
Armenia;1998;591.246.174;674.517.174;34.602;19.507;0.4535;0.0481;4.290.664;195.193.354;0.454476592;40.545;0.1983;1.089;0.5707;0.8327;0.06;1.78;1.01;0.07;0.4818;0.7127
Armenia;1999;5.411.066.478;6.239.466.478;31.029;18.262;0.4248;0.0572;3.931.026;182.635.157;0.424904336;35.638;0.2001;10.717;0.5655;0.8284;0.06;1.45;1.06;0.07;0.3908;0.593
Armenia;2000;5.707.883.216;6.533.693.216;35.099;17.038;0.4279;0.0663;433.573;17.037.796;0.42789208;38.731;0.1762;10.884;0.5603;0.8258;0.19;1.59;0.72;0.56;0.5297;0.4733
Armenia;2001;585.320.558;666.032.558;35.902;17.414;0.4311;0.0905;4.397.204;17.414.541;0.43116808;39.438;0.2407;11.171;0.5516;0.8071;0.18;1.53;0.8;0.56;0.5612;0.4926
Armenia;2002;5.474.961.943;6.279.661.943;30.659;17.816;0.5128;0.1147;3.870.572;17.816.286;0.51275408;34.045;0.2906;1.227;0.5428;0.8047;0.16;0.91;0.79;0.54;0.6527;0.5118
Armenia;2003;5.891.966.306;6.694.576.306;34.405;18.242;0.4883;0.1389;4.242.948;18.242.931;0.48843008;37.952;0.3294;12.332;0.5341;0.8026;0.08;0.87;0.98;0.58;0.8341;0.5311
Armenia;2004;6.288.998.669;7.089.388.669;37.092;18.751;0.5417;0.1631;4.509.292;18.752.076;0.54176608;4.026;0.4123;13.254;0.5254;0.8004;0.12;0.76;1.11;0.6;10.056;0.5504
Armenia;2005;7.016.583.033;7.814.863.033;44.204;18.907;0.5181;0.1873;5.218.308;18.909.921;0.51824208;47.067;0.4878;13.054;0.5167;0.7983;0.13;0.94;1.37;0.67;11.571;0.5696
Armenia;2006;7.158.264.883;7.955.614.883;44.514;19.652;0.5304;0.2113;5.247;1.966.370.589;0.530955341;47.477;0.5227;13.432;0.5546;0.7974;0.12;0.9;1.45;0.66;11.578;0.58
Armenia;2007;7.958.596.734;8.751.876.734;51.491;20.529;0.5214;0.2352;5.942.352;2.052.939.078;0.521358602;53.988;0.5943;1.373;0.5925;0.7933;0.17;1.08;1.18;1.05;14.985;0.5903
Armenia;2008;8.540.714.584;9.332.114.584;56.447;21.088;0.528;0.2592;643.573;2.109.097.567;0.528111864;58.799;0.6439;13.866;0.6304;0.7914;0.17;1.03;1.36;1.25;16.392;0.6007
Armenia;2009;7.395.750.434;8.184.480.434;44.945;20.873;0.5309;0.2831;5.283.226;2.087.256.056;0.530875125;4.881;0.5176;13.189;0.6682;0.7887;0.09;0.64;0.97;1.13;15.299;0.611
Armenia;2010;7.213.448.285;8.000.098.285;42.818;21.191;0.5055;0.3071;5.068.274;2.119.184.545;0.505568386;4.682;0.5489;12.764;0.7061;0.7867;0.13;0.63;0.53;1.25;16.506;0.6214
Armenia;2011;7.890.240.178;8.675.120.178;49.092;21.316;0.5163;0.3332;5.693.322;2.132.130.457;0.516494021;53.282;0.5823;12.828;0.7069;0.7849;0.13;0.94;0.61;1.29;18.513;0.6369
Armenia;2012;8.522.252.072;9.304.142.072;5.42;21.891;0.5538;0.3593;620.189;2.189.136.369;0.553819656;60.943;;13.609;0.7078;0.7819;0.14;1.42;0.68;1.29;20.519;0.6525
Australia;1990;4.814.348.177;5.037.845.777;2.644.098;1.317.334;800.011;52.905;282.655.488;1.342.599.851;8.157.859.488;2.896.414;99.407;1.640.477;17.795;223.498;6.43;140.65;46.43;61.39;159.305;25.241
Australia;1991;4.803.104.611;4.959.579.811;2.653.529;1.307.003;793.311;49.262;276.896.384;1.332.268.789;8.090.854.677;2.911.288;9.177;1.624.224;175.923;156.475;6.4;143.23;46.59;59.97;161.066;252.322
Australia;1992;4.799.561.085;4.956.116.385;2.686.119;1.285.042;782.781;45.618;280.163.414;1.310.308.326;7.985.555.866;2.947.801;85.453;1.592.512;173.896;156.555;6.78;145.39;46.22;61.45;166.527;250.674
Australia;1993;4.814.254.638;4.970.889.938;2.726.765;1.267.668;777.847;41.975;284.236.012;1.292.933.963;7.936.210.055;298.825;83.056;1.570.981;171.868;156.635;7.34;146.8;47.33;62.54;171.588;249.961
Australia;1994;4.886.948.752;5.043.664.152;2.791.766;127.97;777.151;38.331;290.744.146;13.049.655;7.929.257.244;304.891;85.202;1.583.095;169.841;156.715;7.73;149.53;49.2;64.17;171.449;248.461
Australia;1995;4.961.494.226;5.118.289.726;2.895.029;1.255.826;775.951;34.688;301.078.406;1.281.091.937;7.917.255.433;3.152.515;82.366;155.88;167.814;156.796;8.54;155.61;50.05;66.85;17.931;248.105
Australia;1996;4.961.905.985;5.129.393.385;2.998.478;1.207.318;718.799;37.311;31.139.905;1.240.886.411;7.372.058.309;3.262.537;84.485;1.450.992;163.893;167.487;9.03;162.78;50.3;69.31;183.888;254.749
Australia;1997;5.027.717.884;5.220.495.084;3.074.111;1.204.727;708.946;39.933;318.861.248;1.254.957.985;7.369.915.184;3.342.607;8.884;143.64;159.971;192.777;9.04;167.46;51.55;70.66;187.065;258.842
Australia;1998;5.295.226.103;5.469.995.303;3.269.695;1.227.792;755.184;42.556;338.465.438;1.266.606.259;776.178.906;3.541.402;94.221;1.503.554;156.049;174.769;9.41;186.3;51.78;70.66;191.143;26.286
Australia;1999;5.667.131.062;5.854.217.862;3.337.733;1.350.518;933.702;45.178;345.205.342;1.398.616.033;9.583.701.936;361.17;100.554;180.265;152.128;187.087;9.74;191.06;51.88;72.03;19.182;27.018
Australia;2000;5.888.541.661;6.032.187.761;3.396.558;1.426.172;1.018.011;47.801;35.111.413;1.444.196.206;1.029.049.381;3.675.794;104.176;1.960.466;148.206;143.646;10.11;193.81;52.63;74.25;195.897;272.997
Australia;2001;5.958.880.674;6.468.093.474;3.460.988;1.419.985;102.461;53.299;39.427.527;1.435.623.308;1.036.418.925;3.741.959;111.578;195.973;145.613;509.213;10.52;201.05;52.27;73.66;198.577;273.582
Australia;2002;5.916.901.667;6.444.745.367;3.507.344;1.382.573;968.188;58.796;398.799.828;140.999.381;9.879.570.693;3.789.893;119.238;1.864.751;14.302;527.844;8.69;214.79;40.33;75.36;209.556;275.537
Australia;2003;5.381.254.319;5.975.877.619;3.581.179;1.100.486;635.295;64.294;408.160.532;1.155.815.211;6.741.632.134;3.863.427;128.875;1.248.624;140.428;594.623;8.7;211.79;48.52;75.63;226.535;277.492
Australia;2004;5.863.045.832;6.353.981.332;372.531;1.243.254;82.469;69.792;420.423.282;1.250.823.413;8.291.335.575;4.009.292;136.278;1.579.641;137.835;490.936;9.89;221.68;50.38;78.37;226.014;278.978
Australia;2005;5.588.431.145;6.076.415.045;3.764.757;110.86;639.786;75.289;424.341.522;1.114.489.315;6.432.212.016;4.048.091;146.062;1.258.936;135.242;487.984;10.82;226;49.18;78.52;230.693;280.398
Australia;2006;5.925.155.558;6.284.975.658;3.811.014;1.244.041;792.378;77.723;408.300.896;1.294.539.769;8.297.042.082;410.139;152.282;1.534.962;136.522;35.982;11.41;229.94;47.93;80.41;228.355;290.235
Australia;2007;594.893.501;626.523.171;3.912.298;1.206.926;749.555;80.156;419.169.574;1.229.286.723;7.640.929.147;4.211.328;156.889;1.443.016;137.802;316.297;11.78;236.86;48.59;82.72;229.518;300.111
Australia;2008;5.727.490.963;6.024.292.463;3.939.384;1.095.894;609.623;8.259;422.896.992;1.100.415.777;6.123.169.213;4.246.669;161.496;1.180.044;139.082;296.802;12.07;236.1;50.1;84.4;23.078;309.889
Australia;2009;5.871.656.255;6.220.931.555;4.001.651;113.503;649.952;85.023;430.707.254;1.161.015.832;6.678.200.279;4.319.668;164.125;1.247.501;140.362;349.275;12.04;246.56;46.67;83.32;234.443;319.726
Australia;2010;5.599.068.648;5.926.253.448;3.922.326;1.046.817;542.468;87.457;424.150.276;1.052.054.586;5.452.393.345;4.250.977;166.753;1.039.797;141.641;327.185;12.34;236.3;47.81;84.25;237.405;329.972
Australia;2011;6.483.120.767;6.831.496.967;3.933.293;1.427.398;1.028.681;93.749;426.749.872;1.436.822.586;1.033.426.474;4.266.864;173.559;1.899.431;143.268;348.376;12.16;232.81;50.35;86.02;239.612;335.451
Australia;2012;648.229.207;685.052.937;3.912.778;1.438.144;1.031.329;100.041;4.263.362.564;1.449.053.086;1.038.072.414;4.251.898;179.836;1.905.664;144.894;368.237;12.17;228.85;48.71;89.69;23.872;340.678
Austria;1990;7.505.068.879;6.431.361.879;588.502;97.771;49.875;14.359;48.113.074;9.777.156.172;498.750.457;576.356;50.355;88.234;35.562;-107.371;0.9;19.79;10.08;13.61;139.469;0.2087
Austria;1991;7.895.409.811;6.617.608.811;630.288;95.917;49.386;13.949;50.250.758;9.591.753.469;4.938.655.319;617.735;50.421;86.793;34.592;-12.778;0.99;20.67;10.59;15;153.014;0.2121
Austria;1992;7.376.186.143;6.094.779.143;581.362;94.169;48.548;1.354;45.322.026;9.416.970.767;4.854.836.068;568.913;49.974;85.109;33.623;-128.141;1.07;17.38;9.67;15.01;146.158;0.2155
Austria;1993;7.386.502.875;6.101.490.875;584.222;92.984;48.314;1.313;45.572.008;9.298.478.065;4.831.426.817;572.291;49.014;84.592;32.653;-128.501;1.13;17.48;10.08;15.14;143.102;0.2189
Austria;1994;7.354.911.407;6.066.294.407;585.372;89.491;47.907;1.272;45.650.998;8.949.205.362;4.790.707.566;574.469;47.944;81.594;31.683;-128.862;1.18;18.87;9.84;15.2;133.146;0.2223
Austria;1995;760.114.434;630.892.234;612.663;87.225;47.916;12.311;48.343.962;872.259.266;4.791.588.314;606.547;42.515;80.239;30.714;-129.222;1.33;20.44;10.12;15.41;14.459;0.2257
Austria;1996;7.960.960.182;6.665.127.182;650.409;84.857;4.87;12.129;52.082.558;8.485.749.192;4.870.028.039;64.424;42.669;79.701;29.586;-129.583;1.47;20.97;10.36;17.02;158.508;0.2232
Austria;1997;7.862.577.225;6.563.137.225;643.199;82.352;48.758;11.948;51.325.506;8.235.275.725;4.875.817.764;636.933;42.567;78.299;28.459;-129.944;1.52;21.35;11.68;16.11;143.326;0.2207
Austria;1998;7.893.411.468;6.590.366.468;648.099;80.487;48.988;11.766;51.779.456;8.048.772.257;4.898.817.489;641.626;42.575;77.709;27.332;-130.305;1.59;20.48;10.9;18.19;143.744;0.2182
Austria;1999;7.711.417.711;6.404.837.711;632.416;78.217;48.924;11.585;50.175.076;782.213.879;4.892.697.214;626.218;42.399;76.419;26.205;-130.658;1.54;19.61;10.21;17.71;148.761;0.2157
Austria;2000;7.710.759.954;6.400.511.954;635.433;75.697;48.543;11.403;50.440.706;7.569.745.322;4.854.356.939;629.311;42.224;74.563;25.078;-131.025;1.69;19.23;11.3;18.45;137.379;0.2132
Austria;2001;8.102.639.877;6.376.662.877;677.243;73.966;47.281;11.774;50.464.508;7.396.612.327;4.728.137.859;671.074;41.234;73.326;2.463;-172.598;1.65;21.01;11.05;19.91;149.198;0.2177
Austria;2002;8.268.564.999;6.538.637.999;693.129;72.656;48.927;12.144;52.013.642;7.265.589.332;4.892.738.778;686.538;4.072;75.416;24.183;-172.993;1.56;21.46;10.96;21.78;142.316;0.2222
Austria;2003;8.840.196.722;7.106.378.722;744.946;71.024;55.535;12.515;57.156.282;7.102.476.337;5.553.569.697;738.701;39.437;82.147;23.735;-173.382;1.46;23.6;11.7;23.35;149.935;0.2267
Austria;2004;8.824.449.045;7.086.704.045;758.391;69.548;41.621;12.885;58.461.458;6.954.913.342;4.162.150.616;750.064;40.682;68.511;23.287;-173.775;1.73;24.19;12.38;23.67;145.353;0.2311
Austria;2005;8.910.002.968;7.168.232.968;769.017;68.307;40.421;13.256;5.948.398;6.830.740.347;4.042.051.536;759.828;40.608;67.825;2.284;-174.177;1.95;24.75;12.62;24.39;139.871;0.2356
Austria;2006;8.696.866.203;9.156.969.203;748.882;67.036;40.056;13.712;7.948.927;670.364.353;4.005.565.117;738.082;4.279;66.927;21.988;4.601;2.04;24.38;12.61;23.13;134.544;0.2338
Austria;2007;8.456.191.639;8.917.968.639;726.241;65.918;39.292;14.169;77.241.752;6.591.866.712;3.929.198.699;713.336;45.265;65.782;21.137;46.178;2.16;23.95;12.11;23.36;116.816;0.232
Austria;2008;8.550.668.475;9.014.013.475;734.854;65.256;40.331;14.625;78.118.848;6.525.659.894;403.310.228;721.389;46.494;66.898;20.285;46.335;2.16;23.99;13.4;22.25;122.688;0.2301
Austria;2009;7.815.204.711;8.280.165.711;662.756;63.854;39.828;15.082;70.925.258;6.385.403.076;3.982.815.861;652.543;43.913;6.573;19.434;46.496;1.88;20.16;11.9;21.45;11.516;0.2283
Austria;2010;8.350.725.747;8.817.307.747;715.215;63.482;40.838;15.538;76.187.276;6.348.166.258;4.083.799.443;706.697;42.687;67.106;18.583;46.658;2.03;23.93;12.63;22.06;118.232;0.2265
Austria;2011;8.198.033.572;8.666.239.572;698.857;63.472;41.261;16.212;74.567.778;6.347.224.206;4.126.148.187;689.579;44.196;67.442;18.587;46.821;2.14;23.95;12.73;21.46;105.928;0.2251
Austria;2012;7.895.624.451;8.365.443.451;669.377;62.815;40.484;16.887;7.163.592.054;6.281.472.153;4.048.386.932;66.016;44.882;6.593;18.591;46.982;2.06;22.09;12.38;21.32;100.024;0.2237
Azerbaijan;1990;7.115.368.644;7.115.368.644;595.146;;;0.0355;;;;685.039;0.4945;;21.453;;1.03;21.92;17.77;6.18;92.803;133.536
Azerbaijan;1991;8.051.777.596;8.051.777.596;694.582;;;0.0356;;;;779.293;0.4611;;21.174;;0.83;22.57;18.96;4.77;79.165;237.128
Azerbaijan;1992;6.256.561.109;6.256.999.109;472.136;128.188;24.975;0.0357;47.213.626;1.282.130.856;2.499.356.397;551.892;0.4351;4.872;20.894;0.0044;0.5;22.96;11.8;4.01;64.427;99.765
Azerbaijan;1993;70.382.281;70.386.661;559.787;120.881;22.796;0.0358;55.978.728;1.209.060.159;2.281.546.095;634.815;0.3362;45.031;20.615;0.0044;0.58;22.29;9.76;3.68;43.089;234.426
Azerbaijan;1994;636.168.069;636.211.869;500.769;113.339;21.701;0.0359;50.076.896;1.133.638.462;2.172.035.793;570.939;0.2704;4.219;20.335;0.0044;0.47;16.84;9.48;3.24;64.251;211.089
Azerbaijan;1995;6.026.586.681;6.027.024.681;472.885;107.818;21.596;0.036;47.288.518;1.078.429.765;2.161.475.492;538.895;0.1349;42.359;20.056;0.0044;0.3;15.33;10.23;3.34;52.313;197.582
Azerbaijan;1996;5.559.203.656;5.559.357.656;422.021;112.747;2.078;0.0372;4.220.207;1.127.555.168;2.078.702.853;491.713;0.1472;4.236;20.175;0.0015;0.58;14.77;6.34;2.71;53.127;200.387
Azerbaijan;1997;5.524.221.631;5.524.407.631;411.823;118.468;21.746;0.0385;41.182.272;1.184.788.571;2.175.390.215;485.232;0.1961;44.935;20.295;0.0019;0.57;14.26;5.7;3.22;50.241;203.192
Azerbaijan;1998;5.655.470.006;5.656.840.006;419.354;12.389;21.904;0.0398;41.935.438;1.239.659.975;2.196.547.577;497.543;0.1387;46.402;20.414;0.0137;0.48;15.85;4.8;2.98;54.154;207.089
Azerbaijan;1999;5.475.876.582;5.476.071.582;395.434;129.226;22.516;0.0411;39.543.426;1.292.374.378;2.252.444.938;477.626;0.129;48.238;20.533;0.002;0.43;15.87;3.41;1.61;58.468;210.258
Azerbaijan;2000;5.626.879.557;5.629.294.557;405.403;134.316;22.544;0.0424;40.540.318;1.344.494.781;22.652.923;491.279;0.1413;49.244;20.652;0.0242;0.3;16.25;3.31;2.39;61.082;210.697
Azerbaijan;2001;5.603.633.742;5.604.159.742;392.415;143.217;24.039;0.0692;39.241.534;1.432.461.568;2.406.242.978;483.693;0.3293;52.728;20.749;0.0053;0.54;15.11;2.83;2.64;60.394;217.499
Azerbaijan;2002;5.675.256.927;5.675.530.927;390.279;150.746;25.541;0.096;3.902.788;1.507.614.354;2.555.283.656;486.558;0.5174;54.848;20.846;0.0027;0.28;13.92;4;2.95;57.505;220.353
Azerbaijan;2003;5.343.618.712;5.343.665.712;347.744;159.192;26.198;0.1228;34.774.402;1.591.945.141;2.619.994.334;450.195;0.6284;5.704;20.943;0.0005;0.58;16.21;2.98;3.17;61.717;164.878
Azerbaijan;2004;5.558.478.697;5.558.597.697;359.783;167.171;27.398;0.1496;35.978.276;1.671.771.927;2.740.375.012;466.896;0.8604;59.308;2.104;0.0012;0.55;15.63;3.85;3.82;61.929;171.967
Azerbaijan;2005;5.890.459.282;5.890.565.282;384.474;175.091;27.717;0.1764;38.447.396;1.750.967.714;277.215.569;497.951;0.9422;60.636;21.137;0.0011;1.1;16.44;3.54;4.24;6.794;187.811
Azerbaijan;2006;5.837.590.828;5.837.812.828;35.101;202.299;28.513;0.1938;35.101.004;2.023.110.636;2.852.265.404;488.809;10.035;63.543;21.272;0.0022;1.23;16.91;2.58;4.85;61.328;184.081
Azerbaijan;2007;5.814.526.175;5.814.566.175;322.396;228.467;28.479;0.2111;322.396;2.284.691.558;2.848.065.118;484.827;10.538;6.458;21.407;0.0004;1.33;14.51;2.49;3.77;62.616;214.511
Azerbaijan;2008;6.325.703.721;6.326.162.721;34.542;254.639;30.227;0.2284;34.541.968;2.546.654.481;3.024.704.833;533.389;10.235;67.404;21.543;0.0046;1.49;13.97;3.05;4.79;75.803;239.485
Azerbaijan;2009;5.953.200.668;5.953.320.668;281.593;280.701;30.568;0.2457;2.815.933;2.807.076.403;3.057.374.547;495.963;0.8869;6.871;21.678;0.0012;1.14;11.6;1.99;4.26;71.191;246.272
Azerbaijan;2010;6.083.074.014;6.084.074.014;268.219;307.094;30.364;0.2631;26.821.916;3.071.550.326;3.040.254.261;507.787;0.9006;69.801;21.813;0.01;1.42;10.05;1.72;4.95;72.979;267.608
Azerbaijan;2011;647.721.109;647.733.009;291.487;321.999;3.131;0.2925;29.148.688;3.220.057.041;3.131.556.594;544.674;10.143;71.014;2.199;0.0012;1.53;11.7;2.07;5.8;7.423;274.744
Azerbaijan;2012;6.933.641.508;6.933.737.508;320.843;337.111;32.191;0.3219;3.208.434.342;3.371.179.756;3.219.348.927;588.583;10.447;72.368;22.167;0.001;1.4;14.03;2.56;6.4;64.981;293.702
The Bahamas;1990;2.126.340.173;0.907610173;19.492;0.1584;0.0187;0;0.646298;0.217097802;0.044214372;;0;0.0245;0.1526;-12.187;;;;;;0
The Bahamas;1991;1.960.020.082;0.741290082;17.807;0.1605;0.0184;0.0004;0.477754;0.219259971;0.043888623;;0.0004;0.0238;0.1552;-12.187;;;;;;0
The Bahamas;1992;1.971.011.991;0.752281991;1.788;0.1631;0.0191;0.0008;0.485082;0.221782141;0.044642875;;0.0008;0.0245;0.1577;-12.187;;;;;;0
The Bahamas;1993;18.814.059;0.6626759;16.964;0.1654;0.0184;0.0012;0.393482;0.22410431;0.043927127;;0.0012;0.0236;0.1602;-12.187;;;;;;0
The Bahamas;1994;1.871.927.809;0.653197809;16.854;0.1677;0.0173;0.0015;0.38249;0.22639648;0.042761378;;0.0015;0.0222;0.1628;-12.187;;;;;;0
